cod,mpio_name,ADO|EU/LWAL+DNO,CR+PC/LWAL+DUL,CR/LINF+DNO,CR/LINF+DUL,CR/LWAL+DUL,MATO/LN,MCF/LWAL+DNO,MCF/LWAL+DUL,MR/LWAL+DUL,MUR+ST/LWAL+DNO,MUR/LWAL+DNO,UNK,W+WO/LN+DNO,CR/LINF+DUH,CR/LWAL+DUH,MCF/LWAL+DUH,MR/LWAL+DUH,CR/LINF+DUM,CR/LWAL+DUM,MCF/LWAL+DUM,MR/LWAL+DUM
05306,Giraldo,6,0,0,0,0,0,13,0,0,8,183,34,1,0,0,0,0,0,0,0,0
05308,Girardota,46,15,0,0,0,0,0,0,0,1,2,137,1,0,0,0,0,0,0,0,0
05310,Gómez Plata,414,6,0,0,3,1,71,0,0,38,882,412,8,0,0,0,0,0,0,0,0
05313,Granada,8,1,0,0,1,0,50,0,0,24,626,200,35,0,0,0,0,0,0,0,0
05315,Guadalupe,266,2,0,0,0,0,26,0,0,14,339,100,4,0,0,0,0,0,0,0,0
05318,Guarne,40,29,0,0,33,1,274,0,0,88,2546,250,14,0,0,0,0,0,0,0,0
05321,Guatapé,20,4,0,0,65,0,222,0,0,28,844,270,0,0,0,0,0,0,0,0,0
05347,Heliconia,447,2,0,0,1,2,29,0,0,18,392,280,4,0,0,0,0,0,0,0,0
05353,Hispania,7,1,0,0,0,0,43,0,0,22,569,74,0,0,0,0,0,0,0,0,0
05360,Itagui,467,55,12101,0,0,3,1324,0,0,40,8737,872,152,0,0,0,0,2272,1062,2459,799
05361,Ituango,783,17,0,0,13,30,101,0,0,53,1090,655,171,0,0,0,0,0,0,0,0
05364,Jardín,35,3,0,0,125,4,392,0,0,50,1303,318,20,0,0,0,0,0,0,0,0
05368,Jericó,238,22,0,0,5,1,106,0,0,51,1257,222,3,0,0,0,0,0,0,0,0
05376,La Ceja,252,16,731,0,0,1,532,0,0,11,5779,1185,6,0,0,0,0,183,607,1541,0
05380,La Estrella,378,44,1477,0,0,2,372,0,0,16,4632,343,26,0,0,0,0,369,241,1234,0
05390,La Pintada,5,5,0,0,19,12,124,0,0,57,1199,222,21,0,0,0,0,0,0,0,0
05400,La Unión,40,7,0,0,173,0,523,0,0,63,1603,142,2,0,0,0,0,0,0,0,0
05411,Liborina,313,4,0,0,8,0,69,0,0,33,741,498,0,0,0,0,0,0,0,0,0
05425,Maceo,87,4,0,0,39,0,129,0,0,25,558,151,28,0,0,0,0,0,0,0,0
05440,Marinilla,163,8,892,0,0,2,362,0,0,6,1997,313,7,0,0,0,0,168,1295,568,55
05467,Montebello,60,1,0,0,0,1,25,0,0,14,368,117,3,0,0,0,0,0,0,0,0
05475,Murindó,3,4,0,0,0,5,3,0,0,0,23,124,521,0,0,0,0,0,0,0,0
05480,Mutatá,4,28,0,0,3,17,70,0,0,57,1078,653,1019,0,0,0,0,0,0,0,0
05483,Nariño,2,3,0,0,8,1,68,0,0,35,744,194,15,0,0,0,0,0,0,0,0
05490,Necoclí,15,18,0,0,0,90,0,0,0,36,148,1405,2242,0,0,0,0,0,0,0,0
05495,Nechí,33,47,0,0,3,115,109,0,0,127,1811,637,1291,0,0,0,0,0,0,0,0
05501,Olaya,119,7,0,0,13,1,42,0,0,7,160,172,10,0,0,0,0,0,0,0,0
05541,Peñol,82,5,0,0,34,1,214,0,0,66,1771,310,5,0,0,0,0,0,0,0,0
05543,Peque,142,3,0,0,2,0,36,0,0,26,499,166,13,0,0,0,0,0,0,0,0
05576,Pueblorrico,67,0,0,0,1,2,65,0,0,35,829,152,8,0,0,0,0,0,0,0,0
05579,Puerto Berrío,20,20,0,0,0,20,0,0,0,7,27,1113,1172,0,0,0,0,0,0,0,0
05585,Puerto Nare,4,41,0,0,3,9,163,0,0,122,2475,674,276,0,0,0,0,0,0,0,0
05591,Puerto Triunfo,3,56,0,0,20,9,233,0,0,124,2788,507,199,0,0,0,0,0,0,0,0
05604,Remedios,23,9,0,0,2,27,214,0,0,145,2974,890,758,0,0,0,0,0,0,0,0
05607,Retiro,20,8,0,0,7,0,200,0,0,71,2011,424,7,0,0,0,0,0,0,0,0
05615,Rionegro,684,63,1332,0,0,1,662,0,0,12,8639,1394,16,0,0,0,0,336,293,2302,0
05628,Sabanalarga,312,1,0,0,0,1,27,0,0,21,405,244,1,0,0,0,0,0,0,0,0
05631,Sabaneta,10,21,1979,0,0,2,380,0,0,3,2480,262,2,0,0,0,0,372,314,700,134
05642,Salgar,71,2,0,0,57,1,209,0,0,43,1037,126,7,0,0,0,0,0,0,0,0
05647,San Andrés de Cuerquía,49,0,0,0,0,2,45,0,0,31,655,169,5,0,0,0,0,0,0,0,0
05649,San Carlos,20,4,0,0,4,5,117,0,0,64,1529,373,30,0,0,0,0,0,0,0,0
05652,San Francisco,5,2,0,0,44,0,139,0,0,25,541,414,81,0,0,0,0,0,0,0,0
05656,San Jerónimo,130,9,0,0,5,1,71,0,0,32,813,1208,3,0,0,0,0,0,0,0,0
05658,San José de La Montaña,157,0,0,0,1,0,27,0,0,12,313,115,0,0,0,0,0,0,0,0,0
05659,San Juan de Urabá,4,9,0,0,1,17,83,0,0,77,1344,443,1052,0,0,0,0,0,0,0,0
05660,San Luis,3,3,0,0,3,1,108,0,0,61,1464,255,18,0,0,0,0,0,0,0,0
05664,San Pedro,147,17,0,0,11,0,135,0,0,49,1403,179,2,0,0,0,0,0,0,0,0
05665,San Pedro de Uraba,10,3,0,0,4,13,143,0,0,151,2325,638,943,0,0,0,0,0,0,0,0
05667,San Rafael,56,1,0,0,10,0,131,0,0,63,1506,300,12,0,0,0,0,0,0,0,0
05670,San Roque,644,6,0,0,6,1,135,0,0,82,1795,529,66,0,0,0,0,0,0,0,0
05674,San Vicente,158,8,0,0,1,0,37,0,0,17,451,77,7,0,0,0,0,0,0,0,0
05679,Santa Bárbara,747,29,0,0,3,1,110,0,0,53,1374,349,6,0,0,0,0,0,0,0,0
05686,Santa Rosa de Osos,313,21,0,0,15,0,166,0,0,67,1709,481,4,0,0,0,0,0,0,0,0
05690,Santo Domingo,456,4,0,0,3,4,58,0,0,33,735,387,3,0,0,0,0,0,0,0,0
05697,El Santuario,32,11,0,0,0,0,0,0,0,0,3,369,0,0,0,0,0,0,0,0,0
05736,Segovia,185,34,0,0,0,82,0,0,0,11,43,1443,1314,0,0,0,0,0,0,0,0
05756,Sonson,1473,28,0,0,12,2,253,0,0,142,3240,769,164,0,0,0,0,0,0,0,0
05761,Sopetrán,248,13,0,0,41,1,187,0,0,52,1243,587,5,0,0,0,0,0,0,0,0
05789,Támesis,387,2,0,0,7,1,135,0,0,63,1587,314,12,0,0,0,0,0,0,0,0
05790,Tarazá,37,24,0,0,3,66,201,0,0,160,3067,1670,908,0,0,0,0,0,0,0,0
05792,Tarso,3,2,0,0,1,0,29,0,0,20,410,30,3,0,0,0,0,0,0,0,0
05809,Titiribí,242,11,0,0,6,0,68,0,0,32,770,269,3,0,0,0,0,0,0,0,0
05819,Toledo,139,4,0,0,1,2,26,0,0,12,321,185,5,0,0,0,0,0,0,0,0
05837,Turbo,39,75,1337,0,0,52,1017,0,0,362,8677,4147,5722,334,299,2336,0,0,0,0,0
05842,Uramita,85,1,0,0,0,1,28,0,0,19,407,79,16,0,0,0,0,0,0,0,0
05847,Urrao,72,9,0,0,8,8,248,0,0,142,3285,660,324,0,0,0,0,0,0,0,0
05854,Valdivia,3,2,0,0,2,4,52,0,0,33,683,205,55,0,0,0,0,0,0,0,0
05856,Valparaíso,244,2,0,0,32,0,117,0,0,23,551,171,2,0,0,0,0,0,0,0,0
05858,Vegachí,21,4,0,0,3,1,104,0,0,74,1538,180,89,0,0,0,0,0,0,0,0
05861,Venecia,243,3,0,0,5,0,100,0,0,51,1237,250,6,0,0,0,0,0,0,0,0
05873,Vigía del Fuerte,6,0,0,0,0,5,5,0,0,3,56,378,1487,0,0,0,0,0,0,0,0
05885,Yalí,316,1,0,0,1,2,36,0,0,27,524,116,41,0,0,0,0,0,0,0,0
05887,Yarumal,588,95,0,0,0,2,0,0,0,9,36,843,59,0,0,0,0,0,0,0,0
05890,Yolombó,443,12,0,0,3,0,100,0,0,60,1367,391,81,0,0,0,0,0,0,0,0
05893,Yondó,4,24,0,0,3,7,138,0,0,106,2077,924,986,0,0,0,0,0,0,0,0
05895,Zaragoza,7,26,0,0,23,61,142,0,0,76,1410,466,839,0,0,0,0,0,0,0,0
08001,Barranquilla,48,1108,34603,5949,6552,108,11035,21654,2992,802,77435,12448,2586,0,0,0,0,0,0,0,0
08078,Baranoa,16,68,887,0,0,333,427,0,0,141,7517,986,138,0,0,0,0,222,143,1966,0
08137,Campo de La Cruz,69,35,0,0,0,45,0,0,0,44,174,361,18,0,0,0,0,0,0,0,0
08141,Candelaria,25,40,0,0,0,7,156,0,0,135,2509,190,7,0,0,0,0,0,0,0,0
08296,Galapa,4,19,830,0,0,9,437,0,0,73,6255,608,288,0,0,0,0,206,239,1653,0
08372,Juan de Acosta,5,1,0,0,5,2,122,0,0,79,1634,129,2,0,0,0,0,0,0,0,0
08421,Luruaco,389,140,0,0,0,126,0,0,0,40,161,436,49,0,0,0,0,0,0,0,0
08433,Malambo,26,76,1984,0,0,21,832,0,0,185,13577,1965,323,0,0,0,0,495,111,3573,0
08436,Manatí,9,0,0,0,53,12,284,0,0,137,2595,253,2,0,0,0,0,0,0,0,0
08520,Palmar de Varela,1,0,0,0,0,26,0,0,0,14,55,142,153,0,0,0,0,0,0,0,0
08549,Piojó,17,1,0,0,0,7,47,0,0,42,784,90,12,0,0,0,0,0,0,0,0
08558,Polonuevo,0,0,0,0,1,35,167,0,0,126,2561,136,0,0,0,0,0,0,0,0,0
08560,Ponedera,25,1,0,0,0,54,0,0,0,31,127,249,189,0,0,0,0,0,0,0,0
08573,Puerto Colombia,14,47,771,0,0,12,307,0,0,42,4719,762,291,0,0,0,0,194,56,1244,0
08606,Repelón,522,5,0,0,0,8,0,0,0,30,124,414,41,0,0,0,0,0,0,0,0
08634,Sabanagrande,0,5,0,0,0,7,0,0,0,16,65,252,152,0,0,0,0,0,0,0,0
08638,Sabanalarga,175,56,632,0,0,114,651,0,0,228,12103,1204,526,0,0,0,0,157,43,3167,0
08675,Santa Lucía,18,125,0,0,1,65,114,0,0,109,1894,118,0,0,0,0,0,0,0,0,0
08685,Santo Tomás,1,11,0,0,0,21,0,0,0,13,54,331,115,0,0,0,0,0,0,0,0
08758,Soledad,10,320,13186,0,0,23,7230,0,0,552,52924,4308,247,0,0,0,0,2475,1343,14923,899
08770,Suan,1,3,0,0,1,1,97,0,0,76,1482,87,0,0,0,0,0,0,0,0,0
08832,Tubará,70,4,0,0,1,7,101,0,0,78,1519,543,41,0,0,0,0,0,0,0,0
08849,Usiacurí,3,0,0,0,1,32,94,0,0,66,1369,92,3,0,0,0,0,0,0,0,0
13001,Cartagena,471,1177,30177,5188,5395,374,9165,18433,2612,1171,66959,13915,10312,0,0,0,0,0,0,0,0
13006,Achí,62,6,0,0,1,25,66,0,0,129,1353,337,992,0,0,0,0,0,0,0,0
13030,Altos del Rosario,9,5,0,0,0,38,36,0,0,56,688,187,387,0,0,0,0,0,0,0,0
13042,Arenal,26,7,0,0,1,18,66,0,0,72,1155,291,166,0,0,0,0,0,0,0,0
13052,Arjona,667,84,470,0,0,315,487,0,0,262,7929,1636,609,0,0,0,0,116,467,1969,0
13062,Arroyohondo,204,32,0,0,0,8,57,0,0,55,942,220,21,0,0,0,0,0,0,0,0
13074,Barranco de Loba,75,1,0,0,0,63,79,0,0,129,1527,422,622,0,0,0,0,0,0,0,0
13140,Calamar,244,108,0,0,0,42,0,0,0,60,242,360,52,0,0,0,0,0,0,0,0
13160,Cantagallo,1,0,0,0,0,14,40,0,0,33,612,213,475,0,0,0,0,0,0,0,0
13188,Cicuco,229,38,0,0,1,51,105,0,0,152,1960,363,127,0,0,0,0,0,0,0,0
13212,Córdoba,893,30,0,0,2,13,115,0,0,139,1955,467,54,0,0,0,0,0,0,0,0
13222,Clemencia,312,5,0,0,2,96,100,0,0,106,1679,261,359,0,0,0,0,0,0,0,0
13244,El Carmen de Bolívar,3218,14,357,0,0,320,316,0,0,188,6066,1061,407,0,0,0,0,89,24,1504,0
13248,El Guamo,605,1,0,0,1,16,49,0,0,72,935,218,11,0,0,0,0,0,0,0,0
13268,El Peñón,22,1,0,0,1,16,41,0,0,59,771,178,279,0,0,0,0,0,0,0,0
13300,Hatillo de Loba,78,3,0,0,0,63,69,0,0,108,1352,291,386,0,0,0,0,0,0,0,0
13430,Magangué,808,587,853,0,0,828,825,0,0,793,16659,2772,2439,0,0,0,0,214,372,3849,0
13433,Mahates,757,26,0,0,0,102,0,0,0,35,143,425,141,0,0,0,0,0,0,0,0
13440,Margarita,184,87,0,0,8,11,57,0,0,95,907,189,87,0,0,0,0,0,0,0,0
13442,María La Baja,125,200,94,0,0,1020,228,0,0,344,5488,682,710,0,0,0,0,24,17,1181,0
13458,Montecristo,4,4,0,0,0,19,39,0,0,54,708,291,1397,0,0,0,0,0,0,0,0
13468,Mompós,368,269,0,0,0,130,0,0,0,276,1104,1260,496,0,0,0,0,0,0,0,0
13473,Morales,32,25,0,0,0,31,77,0,0,138,1552,284,1554,0,0,0,0,0,0,0,0
13490,Norosí,3,3,0,0,0,46,19,0,0,22,340,86,568,0,0,0,0,0,0,0,0
13549,Pinillos,21,57,0,0,2,236,66,0,0,227,1694,281,803,0,0,0,0,0,0,0,0
13580,Regidor,2,21,0,0,0,7,37,0,0,46,664,176,249,0,0,0,0,0,0,0,0
13600,Río Viejo ,42,5,0,0,0,21,55,0,0,57,936,217,462,0,0,0,0,0,0,0,0
13620,San Cristóbal,2,2,0,0,9,15,83,0,0,80,1166,117,1,0,0,0,0,0,0,0,0
13647,San Estanislao,345,38,0,0,1,74,151,0,0,166,2588,349,30,0,0,0,0,0,0,0,0
13650,San Fernando,234,110,0,0,0,3,46,0,0,91,979,240,145,0,0,0,0,0,0,0,0
13654,San Jacinto,943,13,0,0,0,100,0,0,0,55,215,382,105,0,0,0,0,0,0,0,0
13655,San Jacinto del Cauca,13,1,0,0,0,58,27,0,0,59,585,239,455,0,0,0,0,0,0,0,0
13657,San Juan Nepomuceno,362,14,0,0,0,142,0,0,0,64,256,803,177,0,0,0,0,0,0,0,0
13667,San Martín de Loba,86,11,0,0,1,63,98,0,0,115,1724,387,740,0,0,0,0,0,0,0,0
13670,San Pablo,7,32,0,0,0,62,0,0,0,62,247,1137,1610,0,0,0,0,0,0,0,0
13673,Santa Catalina,112,7,0,0,2,48,167,0,0,127,2546,407,258,0,0,0,0,0,0,0,0
13683,Santa Rosa,2,193,0,0,2,2,113,0,0,82,1669,118,973,0,0,0,0,0,0,0,0
13688,Santa Rosa del Sur,27,10,0,0,4,40,206,0,0,170,3181,548,944,0,0,0,0,0,0,0,0
13744,Simití,26,7,0,0,5,32,132,0,0,125,2098,677,655,0,0,0,0,0,0,0,0
13760,Soplaviento,217,26,0,0,0,3,93,0,0,89,1521,123,16,0,0,0,0,0,0,0,0
13780,Talaigua Nuevo,267,119,0,0,0,7,101,0,0,151,1919,237,28,0,0,0,0,0,0,0,0
13810,Tiquisio,19,78,0,0,0,26,59,0,0,76,1062,404,1040,0,0,0,0,0,0,0,0
13836,Turbaco,23,24,1239,0,0,53,653,0,0,94,10496,1840,281,0,0,0,0,309,102,2775,0
13838,Turbaná,122,3,0,0,1,40,161,0,0,105,2342,162,264,0,0,0,0,0,0,0,0
13873,Villanueva,155,11,0,0,0,39,0,0,0,36,143,199,1202,0,0,0,0,0,0,0,0
13894,Zambrano,174,5,0,0,0,127,104,0,0,109,1760,265,51,0,0,0,0,0,0,0,0
15001,Tunja,278,371,3673,0,0,6,2562,0,0,104,16810,2849,18,916,708,4761,0,0,0,0,0
15022,Almeida,6,3,0,0,0,1,6,0,0,3,76,20,1,0,0,0,0,0,0,0,0
15047,Aquitania,56,8,0,0,3,0,92,0,0,57,1235,268,34,0,0,0,0,0,0,0,0
15051,Arcabuco,3,10,0,0,6,2,48,0,0,13,413,59,0,0,0,0,0,0,0,0,0
15087,Belén,63,1,0,0,0,1,71,0,0,37,949,151,0,0,0,0,0,0,0,0,0
15090,Berbeo,24,3,0,0,0,0,9,0,0,4,96,36,11,0,0,0,0,0,0,0,0
15092,Betéitiva,27,0,0,0,0,0,5,0,0,3,74,27,0,0,0,0,0,0,0,0,0
15097,Boavita,144,0,0,0,1,0,32,0,0,20,444,96,2,0,0,0,0,0,0,0,0
15104,Boyacá,9,2,0,0,0,0,15,0,0,7,186,24,1,0,0,0,0,0,0,0,0
15106,Briceño,1,0,0,0,0,0,8,0,0,5,114,37,9,0,0,0,0,0,0,0,0
15109,Buenavista,8,0,0,0,0,0,12,0,0,7,173,24,2,0,0,0,0,0,0,0,0
15114,Busbanzá,19,0,0,0,1,0,8,0,0,3,77,52,0,0,0,0,0,0,0,0,0
15131,Caldas,11,0,0,0,0,0,8,0,0,6,125,45,1,0,0,0,0,0,0,0,0
15135,Campohermoso,47,6,0,0,0,0,11,0,0,9,166,60,14,0,0,0,0,0,0,0,0
15162,Cerinza,8,1,0,0,0,0,26,0,0,13,370,72,1,0,0,0,0,0,0,0,0
15172,Chinavita,12,1,0,0,0,0,23,0,0,15,323,111,1,0,0,0,0,0,0,0,0
15176,Chiquinquirá,65,54,1279,0,0,4,331,0,0,52,4971,911,31,0,0,0,0,318,73,1292,0
15180,Chiscas,158,2,0,0,0,0,12,0,0,8,165,152,3,0,0,0,0,0,0,0,0
15183,Chita,197,6,0,0,0,0,22,0,0,17,298,276,21,0,0,0,0,0,0,0,0
15185,Chitaraque,2,0,0,0,0,1,18,0,0,12,266,53,6,0,0,0,0,0,0,0,0
15187,Chivatá,6,0,0,0,0,0,6,0,0,4,103,9,1,0,0,0,0,0,0,0,0
15189,Ciénega,11,1,0,0,0,0,19,0,0,9,281,94,0,0,0,0,0,0,0,0,0
15204,Cómbita,13,1,0,0,0,0,23,0,0,11,323,39,0,0,0,0,0,0,0,0,0
15212,Coper,12,10,0,0,8,1,47,0,0,24,439,117,73,0,0,0,0,0,0,0,0
15215,Corrales,151,1,0,0,0,0,16,0,0,10,234,52,0,0,0,0,0,0,0,0,0
15218,Covarachía,30,1,0,0,0,0,8,0,0,6,116,32,0,0,0,0,0,0,0,0,0
15223,Cubará,4,2,0,0,1,32,48,0,0,38,739,366,228,0,0,0,0,0,0,0,0
15224,Cucaita,53,2,0,0,0,1,18,0,0,14,282,56,0,0,0,0,0,0,0,0,0
15226,Cuítiva,6,3,0,0,2,0,9,0,0,4,85,44,0,0,0,0,0,0,0,0,0
15232,Chíquiza,4,0,0,0,0,0,5,0,0,5,102,30,0,0,0,0,0,0,0,0,0
15236,Chivor,6,1,0,0,0,0,8,0,0,6,152,17,10,0,0,0,0,0,0,0,0
15238,Duitama,228,69,3384,0,0,8,1546,0,0,64,10647,2068,31,848,177,3019,0,0,0,0,0
15244,El Cocuy,299,1,0,0,0,1,19,0,0,12,243,119,8,0,0,0,0,0,0,0,0
15248,El Espino,65,0,0,0,2,0,24,0,0,13,279,93,2,0,0,0,0,0,0,0,0
15272,Firavitoba,30,0,0,0,0,0,41,0,0,22,552,102,5,0,0,0,0,0,0,0,0
15276,Floresta,110,1,0,0,0,0,17,0,0,11,248,115,1,0,0,0,0,0,0,0,0
15293,Gachantivá,27,7,0,0,4,0,17,0,0,4,108,51,2,0,0,0,0,0,0,0,0
15296,Gameza,29,0,0,0,1,0,26,0,0,11,309,55,0,0,0,0,0,0,0,0,0
15299,Garagoa,43,51,0,0,9,4,205,0,0,103,2489,506,14,0,0,0,0,0,0,0,0
15317,Guacamayas,64,1,0,0,0,0,8,0,0,5,115,51,0,0,0,0,0,0,0,0,0
15322,Guateque,99,19,0,0,2,5,110,0,0,67,1451,341,10,0,0,0,0,0,0,0,0
15325,Guayatá,36,23,0,0,0,0,15,0,0,9,211,131,2,0,0,0,0,0,0,0,0
15332,Güicán,90,2,0,0,1,2,16,0,0,15,236,113,10,0,0,0,0,0,0,0,0
15362,Iza,63,2,0,0,1,0,18,0,0,9,244,95,4,0,0,0,0,0,0,0,0
15367,Jenesano,6,1,0,0,0,0,28,0,0,13,378,145,1,0,0,0,0,0,0,0,0
15368,Jericó,83,2,0,0,0,0,10,0,0,12,196,71,1,0,0,0,0,0,0,0,0
15377,Labranzagrande,69,1,0,0,0,0,13,0,0,11,212,55,21,0,0,0,0,0,0,0,0
15380,La Capilla,15,1,0,0,0,0,18,0,0,11,255,57,0,0,0,0,0,0,0,0,0
15401,La Victoria,7,2,0,0,0,0,7,0,0,6,119,36,31,0,0,0,0,0,0,0,0
15403,La Uvita,51,3,0,0,2,1,23,0,0,14,280,146,0,0,0,0,0,0,0,0,0
15407,Villa de Leyva,35,3,0,0,2,0,121,0,0,51,1452,391,9,0,0,0,0,0,0,0,0
15425,Macanal,23,0,0,0,0,0,20,0,0,11,262,69,4,0,0,0,0,0,0,0,0
15442,Maripí,4,3,0,0,0,0,13,0,0,10,197,85,69,0,0,0,0,0,0,0,0
15455,Miraflores,141,77,0,0,1,1,75,0,0,42,995,183,46,0,0,0,0,0,0,0,0
15464,Mongua,114,0,0,0,0,0,25,0,0,18,365,148,22,0,0,0,0,0,0,0,0
15466,Monguí,50,1,0,0,0,0,44,0,0,25,579,259,2,0,0,0,0,0,0,0,0
15469,Moniquirá,12,9,0,0,7,4,191,0,0,78,2232,529,5,0,0,0,0,0,0,0,0
15476,Motavita,1,2,0,0,0,0,14,0,0,5,151,17,0,0,0,0,0,0,0,0,0
15480,Muzo,0,54,0,0,1,21,65,0,0,38,864,69,226,0,0,0,0,0,0,0,0
15491,Nobsa,45,7,0,0,34,1,267,0,0,85,2403,395,1,0,0,0,0,0,0,0,0
